claim_row_id,policy_id,claim_amount,claim_count,exposure,area,vehicle_power,vehicle_age,driver_age,bonus_malus,vehicle_brand,fuel_type,density,region
16949,3136912,1204.0,1.0,1.0,D,7.0,17.0,46.0,50.0,B10,Regular,1237.0,R53
16950,3212967,853.08,1.0,1.0,D,4.0,1.0,25.0,95.0,B1,Diesel,634.0,R53
16951,3072216,1204.0,1.0,0.8,D,4.0,13.0,46.0,50.0,B1,Regular,1237.0,R53
16952,177536,1053.06,1.0,1.0,D,4.0,7.0,40.0,50.0,B2,Diesel,1704.0,R82
16953,3121556,419.0,1.0,0.68,E,6.0,10.0,36.0,64.0,B2,Diesel,2951.0,R41
16954,3152155,4557.75,1.0,0.99,C,7.0,6.0,32.0,95.0,B5,Regular,112.0,R53
16955,3182419,62.01,1.0,1.0,C,8.0,17.0,69.0,50.0,B2,Regular,125.0,R53
16956,3175508,1204.0,1.0,0.27,D,5.0,10.0,49.0,50.0,B3,Regular,776.0,R93
16957,3176420,1204.0,1.0,0.67,C,6.0,2.0,72.0,61.0,B1,Regular,247.0,R53
16958,91676,1551.58,1.0,0.7,D,7.0,6.0,50.0,50.0,B2,Diesel,1704.0,R82
16959,3167357,1204.0,1.0,0.89,C,11.0,2.0,45.0,50.0,B11,Diesel,210.0,R53
16960,3176404,76.01,1.0,1.0,B,5.0,2.0,66.0,50.0,B2,Regular,97.0,R53
16961,3051063,1204.0,1.0,0.74,E,6.0,5.0,45.0,95.0,B3,Regular,3021.0,R53
16962,64376,3773.57,1.0,0.12,E,13.0,8.0,37.0,50.0,B11,Regular,2872.0,R11
16963,3213659,1204.0,1.0,0.09,B,7.0,7.0,49.0,62.0,B1,Diesel,97.0,R53
16964,3072478,1204.0,1.0,1.0,C,6.0,6.0,50.0,62.0,B2,Diesel,473.0,R53
16965,3072354,602.0,1.0,1.0,D,9.0,12.0,42.0,50.0,B1,Regular,747.0,R53
16966,3152239,1204.0,1.0,1.0,C,7.0,5.0,47.0,62.0,B1,Diesel,473.0,R53
16967,3152035,602.0,1.0,0.58,C,10.0,18.0,41.0,51.0,B5,Regular,103.0,R53
16968,3186712,515.2,1.0,1.0,A,4.0,15.0,63.0,50.0,B2,Regular,37.0,R24
16969,3164967,1369.76,1.0,0.12,A,5.0,4.0,20.0,100.0,B3,Regular,32.0,R24
16970,64456,1428.12,1.0,0.43,D,6.0,6.0,67.0,50.0,B2,Regular,1704.0,R82
16971,3145644,1204.0,1.0,0.92,A,4.0,12.0,29.0,62.0,B5,Regular,29.0,R24
16972,3212901,1204.0,1.0,1.0,A,10.0,10.0,77.0,58.0,B12,Diesel,24.0,R24
16973,3145529,1893.0,1.0,1.0,D,6.0,11.0,22.0,118.0,B1,Diesel,1313.0,R24
16974,3120394,2228.44,1.0,1.0,A,6.0,7.0,72.0,53.0,B2,Diesel,32.0,R24
16975,3156674,2030.37,1.0,0.23,B,4.0,18.0,42.0,100.0,B6,Regular,64.0,R24
16976,64421,905.7,1.0,1.0,D,7.0,2.0,63.0,54.0,B12,Regular,1704.0,R82
16977,3197863,1204.0,1.0,1.0,B,6.0,9.0,65.0,62.0,B2,Diesel,91.0,R24
16978,3070210,406.89,1.0,1.0,C,10.0,16.0,40.0,90.0,B2,Diesel,298.0,R24
16979,3047305,2882.82,1.0,1.0,B,4.0,7.0,75.0,62.0,B2,Regular,86.0,R24
16980,3203991,1204.0,1.0,1.0,B,8.0,8.0,69.0,58.0,B2,Regular,91.0,R24
16981,3181411,1204.0,1.0,1.0,B,7.0,6.0,39.0,50.0,B1,Diesel,50.0,R24
16982,3049796,1204.0,1.0,1.0,B,4.0,13.0,81.0,62.0,B1,Regular,91.0,R24
16983,3047657,47.53,1.0,0.41,B,7.0,12.0,78.0,50.0,B2,Regular,91.0,R24
16984,3175772,380.51,1.0,1.0,B,4.0,12.0,78.0,50.0,B1,Regular,91.0,R24
16985,3213087,1204.0,1.0,0.32,B,7.0,18.0,23.0,133.0,B1,Regular,91.0,R24
16986,3212436,77.11,1.0,1.0,C,8.0,3.0,51.0,50.0,B2,Regular,416.0,R11
16987,91820,1633.71,1.0,0.0054644808743169,D,7.0,3.0,22.0,95.0,B2,Diesel,1704.0,R82
16988,3171039,602.0,1.0,0.49,B,6.0,10.0,25.0,72.0,B1,Diesel,51.0,R24
16989,3120378,1204.0,1.0,1.0,C,6.0,9.0,46.0,55.0,B2,Diesel,106.0,R24
16990,3120422,1204.0,1.0,0.36,A,7.0,13.0,32.0,118.0,B3,Regular,11.0,R24
16991,3120322,625.33,1.0,1.0,B,8.0,2.0,69.0,50.0,B2,Diesel,91.0,R24
16992,3069848,34.92,1.0,0.58,D,9.0,25.0,67.0,50.0,B10,Diesel,1313.0,R24
16993,3179116,1204.0,1.0,1.0,C,6.0,6.0,81.0,50.0,B2,Diesel,115.0,R24
16994,64373,1128.12,2.0,1.0,B,7.0,12.0,46.0,107.0,B2,Regular,72.0,R82
16995,3164968,1204.0,1.0,0.85,A,5.0,10.0,20.0,100.0,B2,Diesel,32.0,R24
16996,3069887,1204.0,1.0,1.0,A,7.0,12.0,41.0,50.0,B2,Regular,32.0,R24
16997,3145555,1204.0,1.0,1.0,C,7.0,2.0,26.0,85.0,B2,Regular,369.0,R24
16998,64231,2032.99,1.0,1.0,C,7.0,3.0,48.0,50.0,B6,Regular,233.0,R82
16999,3145653,77.99,1.0,0.75,A,8.0,21.0,51.0,50.0,B1,Diesel,44.0,R24
17000,3164894,1204.0,1.0,1.0,B,6.0,7.0,54.0,62.0,B12,Regular,91.0,R24
17001,3069990,507.53,1.0,1.0,A,6.0,6.0,77.0,50.0,B1,Regular,44.0,R24
17002,3164922,77.99,1.0,0.84,A,7.0,1.0,22.0,72.0,B3,Diesel,37.0,R24
17003,3145527,1200.01,1.0,1.0,A,8.0,7.0,40.0,50.0,B6,Diesel,30.0,R24
17004,3164853,742.69,1.0,0.91,B,6.0,2.0,55.0,50.0,B2,Diesel,91.0,R24
17005,3185937,602.0,1.0,1.0,A,8.0,11.0,59.0,102.0,B1,Diesel,30.0,R24
17006,64476,1166.54,1.0,1.0,C,6.0,14.0,27.0,64.0,B1,Regular,117.0,R82
17007,3171013,1204.0,1.0,0.78,B,7.0,12.0,63.0,62.0,B2,Diesel,91.0,R24
17008,3145594,2899.47,1.0,0.83,B,5.0,3.0,41.0,88.0,B2,Diesel,91.0,R24
17009,3171056,121.33,1.0,0.4,B,7.0,2.0,29.0,72.0,B1,Diesel,91.0,R24
17010,3164955,602.0,1.0,1.0,B,4.0,2.0,46.0,50.0,B6,Regular,91.0,R24
17011,91752,1128.12,1.0,0.44,D,4.0,1.0,54.0,50.0,B6,Regular,1704.0,R82
17012,3094691,1204.0,1.0,0.28,B,6.0,13.0,65.0,62.0,B2,Diesel,50.0,R24
17013,3049873,1204.0,1.0,0.77,B,5.0,19.0,76.0,50.0,B2,Regular,91.0,R24
17014,3069889,1204.0,1.0,1.0,A,10.0,8.0,50.0,50.0,B14,Regular,44.0,R24
17015,3181890,1204.0,1.0,1.0,C,6.0,11.0,59.0,50.0,B1,Regular,298.0,R24
17016,21825,1085.44,1.0,0.43,C,5.0,4.0,53.0,50.0,B4,Diesel,128.0,R24
17017,3175897,1204.0,1.0,1.0,C,6.0,12.0,72.0,50.0,B2,Diesel,101.0,R24
17018,3069919,1204.0,1.0,0.54,A,6.0,12.0,77.0,50.0,B1,Diesel,11.0,R24
17019,3182850,225.32,1.0,1.0,A,14.0,10.0,68.0,58.0,B10,Diesel,44.0,R24
17020,3069899,1574.0,1.0,1.0,B,6.0,4.0,77.0,68.0,B12,Diesel,91.0,R24
17021,3120436,861.98,1.0,1.0,C,6.0,8.0,45.0,50.0,B2,Diesel,106.0,R24
17022,157675,573.45,1.0,0.28,D,9.0,11.0,57.0,50.0,B1,Regular,1054.0,R24
17023,3131621,1204.0,1.0,0.98,A,4.0,11.0,23.0,118.0,B2,Regular,25.0,R24
17024,3070125,304.83,1.0,1.0,A,6.0,9.0,72.0,50.0,B1,Regular,22.0,R24
17025,3173708,1204.0,1.0,0.14,D,6.0,6.0,27.0,80.0,B2,Diesel,1313.0,R24
17026,3070143,1980.67,1.0,1.0,A,8.0,9.0,49.0,50.0,B6,Diesel,44.0,R24
17027,3211305,1247.15,1.0,1.0,B,4.0,7.0,52.0,50.0,B2,Regular,92.0,R24
17028,3070128,602.0,1.0,1.0,F,5.0,10.0,55.0,78.0,B5,Diesel,27000.0,R11
17029,3156653,862.32,1.0,0.37,E,8.0,13.0,31.0,90.0,B1,Diesel,2710.0,R25
17030,82711,70.74,1.0,0.95,A,6.0,13.0,68.0,50.0,B1,Diesel,30.0,R24
17031,3191164,1204.0,1.0,1.0,A,4.0,14.0,89.0,50.0,B1,Diesel,43.0,R24
17032,3131409,5200.0,1.0,0.03,A,6.0,13.0,31.0,54.0,B2,Diesel,15.0,R26
17033,3048396,1204.0,1.0,1.0,A,6.0,17.0,45.0,50.0,B1,Regular,43.0,R24
17034,3145835,1204.0,1.0,1.0,C,5.0,18.0,23.0,118.0,B5,Regular,214.0,R26
17035,3131517,1204.0,1.0,0.24,A,6.0,11.0,56.0,62.0,B1,Diesel,41.0,R26
17036,3097641,602.0,1.0,1.0,E,4.0,5.0,43.0,50.0,B1,Regular,2362.0,R26
17037,3208643,1204.0,1.0,0.15,C,7.0,2.0,57.0,50.0,B1,Diesel,132.0,R24
17038,3092078,10653.0,1.0,0.3,A,6.0,10.0,54.0,50.0,B2,Regular,46.0,R24
17039,3191176,1344.55,1.0,0.74,C,4.0,4.0,66.0,63.0,B2,Diesel,346.0,R26
17040,3161642,1204.0,1.0,0.21,C,4.0,16.0,20.0,100.0,B2,Regular,214.0,R26
17041,3092008,7564.91,1.0,0.47,B,7.0,3.0,56.0,62.0,B2,Regular,84.0,R26
17042,3056349,432.82,1.0,0.24,C,6.0,5.0,68.0,50.0,B2,Diesel,214.0,R26
17043,168497,639.28,1.0,1.0,C,7.0,8.0,29.0,54.0,B2,Regular,232.0,R24
17044,3056122,1204.0,1.0,0.24,D,5.0,16.0,38.0,53.0,B2,Regular,766.0,R11
17045,3153948,2347.37,2.0,1.0,C,5.0,5.0,23.0,85.0,B1,Regular,214.0,R26
17046,3161710,1204.0,1.0,0.39,C,7.0,9.0,50.0,50.0,B1,Diesel,214.0,R26
17047,3139998,1204.0,1.0,0.56,C,6.0,2.0,25.0,79.0,B10,Diesel,365.0,R26
17048,3145824,1204.0,1.0,1.0,A,4.0,3.0,29.0,71.0,B3,Diesel,41.0,R26
17049,3056488,614.32,1.0,1.0,C,6.0,7.0,53.0,50.0,B1,Diesel,214.0,R26
17050,3153801,1204.0,2.0,1.0,A,4.0,15.0,53.0,50.0,B2,Regular,38.0,R26
17051,3185101,838.45,1.0,0.3,C,4.0,13.0,55.0,69.0,B6,Regular,214.0,R26
17052,3172099,762.13,1.0,0.76,C,4.0,6.0,20.0,125.0,B1,Regular,214.0,R26
17053,3110870,1204.0,1.0,1.0,E,8.0,8.0,45.0,73.0,B3,Diesel,3214.0,R83
17054,3153825,4998.67,1.0,0.59,C,4.0,10.0,40.0,50.0,B4,Regular,214.0,R26
17055,3056363,2357.24,1.0,0.74,C,6.0,7.0,26.0,76.0,B2,Diesel,214.0,R26
17056,3120443,1204.0,1.0,0.54,A,6.0,5.0,28.0,64.0,B2,Diesel,31.0,R24
17057,3056138,1204.0,1.0,1.0,C,5.0,12.0,36.0,66.0,B2,Diesel,220.0,R24
17058,3120562,1204.0,1.0,0.89,C,6.0,3.0,57.0,62.0,B1,Diesel,214.0,R26
17059,3161660,1204.0,1.0,1.0,A,10.0,12.0,32.0,77.0,B4,Regular,31.0,R24
17060,3191162,2871.68,1.0,0.5,C,5.0,3.0,72.0,50.0,B2,Diesel,214.0,R26
17061,3168535,1412.89,1.0,1.0,F,13.0,6.0,43.0,50.0,B13,Regular,27000.0,R11
17062,3056401,1204.0,2.0,1.0,C,6.0,6.0,40.0,77.0,B12,Diesel,227.0,R25
17063,3161740,37547.19,1.0,1.0,A,5.0,5.0,51.0,58.0,B2,Regular,26.0,R26
17064,3206019,1204.0,1.0,0.71,A,6.0,8.0,35.0,63.0,B1,Diesel,31.0,R24
17065,3153902,1204.0,1.0,0.7,D,9.0,14.0,44.0,50.0,B10,Regular,640.0,R91
17066,3172129,1204.0,1.0,0.17,A,5.0,12.0,58.0,50.0,B1,Regular,31.0,R24
17067,3110906,126.85,1.0,1.0,C,11.0,36.0,68.0,50.0,B2,Regular,214.0,R26
17068,3145840,1940.31,1.0,0.52,A,7.0,10.0,46.0,50.0,B2,Diesel,8.0,R26
17069,3145927,76.0,1.0,0.52,C,6.0,2.0,53.0,77.0,B1,Regular,214.0,R26
17070,3161750,805.67,1.0,1.0,C,6.0,2.0,23.0,85.0,B1,Diesel,214.0,R26
17071,3172150,127.0,1.0,0.63,B,4.0,13.0,26.0,68.0,B5,Regular,61.0,R73
17072,3131459,2019.11,1.0,0.01,A,6.0,9.0,47.0,50.0,B2,Diesel,8.0,R26
17073,3145920,1048.7,1.0,1.0,B,6.0,9.0,30.0,50.0,B2,Diesel,60.0,R24
17074,3172117,598.63,1.0,0.73,A,7.0,14.0,34.0,50.0,B2,Diesel,13.0,R24
17075,3110805,1913.01,1.0,0.75,F,4.0,13.0,59.0,50.0,B6,Diesel,27000.0,R11
17076,3153966,1204.0,1.0,0.64,A,4.0,13.0,54.0,50.0,B2,Regular,10.0,R26
17077,3161697,637.56,1.0,0.29,C,12.0,17.0,43.0,50.0,B10,Diesel,209.0,R11
17078,3172124,341.18,1.0,0.72,C,9.0,8.0,29.0,100.0,B11,Regular,220.0,R24
17079,3172027,877.95,1.0,0.9,B,6.0,0.0,63.0,50.0,B2,Diesel,84.0,R26
17080,3097612,1204.0,1.0,1.0,A,7.0,13.0,44.0,80.0,B2,Diesel,38.0,R26
17081,3212785,1204.0,1.0,1.0,A,4.0,26.0,52.0,62.0,B1,Regular,35.0,R24
17082,3168643,1204.0,1.0,0.96,C,12.0,1.0,50.0,50.0,B12,Diesel,214.0,R26
17083,3174646,1204.0,2.0,0.29,E,4.0,3.0,47.0,62.0,B2,Diesel,2484.0,R26
17084,3056330,1204.0,1.0,1.0,B,4.0,3.0,39.0,58.0,B2,Regular,72.0,R24
17085,46796,1128.12,1.0,1.0,B,10.0,2.0,79.0,64.0,B6,Regular,71.0,R24
17086,3161526,2027.01,1.0,0.81,A,7.0,10.0,28.0,50.0,B2,Regular,43.0,R24
17087,3174636,3750.13,1.0,0.32,D,7.0,6.0,65.0,50.0,B2,Regular,1146.0,R23
17088,3153801,1204.0,2.0,1.0,A,4.0,15.0,53.0,50.0,B2,Regular,38.0,R26
17089,3056147,1204.0,1.0,1.0,C,6.0,12.0,45.0,50.0,B2,Diesel,214.0,R26
17090,3196096,602.0,1.0,0.91,C,7.0,9.0,79.0,50.0,B2,Diesel,214.0,R26
17091,3056073,1204.0,1.0,0.81,B,6.0,11.0,53.0,50.0,B2,Regular,62.0,R24
17092,3174620,1129.37,1.0,0.24,B,12.0,0.0,56.0,50.0,B11,Diesel,84.0,R26
17093,3168669,1204.0,1.0,1.0,A,7.0,1.0,35.0,50.0,B2,Diesel,29.0,R24
17094,3188053,1204.0,1.0,0.86,A,6.0,10.0,33.0,73.0,B1,Diesel,14.0,R26
17095,132048,1128.12,1.0,1.0,B,7.0,3.0,40.0,66.0,B2,Regular,58.0,R53
17096,3174646,1204.0,2.0,0.29,E,4.0,3.0,47.0,62.0,B2,Diesel,2484.0,R26
17097,3153948,765.46,2.0,1.0,C,5.0,5.0,23.0,85.0,B1,Regular,214.0,R26
17098,3139921,1204.0,1.0,0.21,A,4.0,12.0,47.0,50.0,B2,Regular,26.0,R26
17099,3168743,1204.0,1.0,1.0,A,7.0,11.0,61.0,64.0,B1,Regular,31.0,R24
17100,3203891,602.0,1.0,1.0,C,6.0,2.0,56.0,50.0,B13,Regular,214.0,R26
17101,3172153,1204.0,1.0,0.5,C,8.0,14.0,35.0,75.0,B13,Diesel,214.0,R26
17102,3168732,1204.0,1.0,1.0,A,6.0,17.0,19.0,95.0,B1,Regular,34.0,R26
17103,3110886,150.0,1.0,1.0,F,4.0,3.0,59.0,50.0,B1,Regular,27000.0,R11
17104,46885,1128.12,1.0,0.16,C,4.0,12.0,34.0,125.0,B2,Regular,128.0,R24
17105,3168688,1204.0,1.0,0.93,B,6.0,1.0,44.0,50.0,B2,Diesel,99.0,R24
17106,3174540,2834.64,1.0,0.55,A,7.0,7.0,41.0,95.0,B3,Regular,15.0,R24
17107,3056401,2204.0,2.0,1.0,C,6.0,6.0,40.0,77.0,B12,Diesel,227.0,R25
17108,3161715,442.41,1.0,0.99,C,11.0,8.0,29.0,80.0,B12,Diesel,214.0,R26
17109,3168706,1204.0,1.0,0.75,A,7.0,4.0,36.0,67.0,B13,Regular,43.0,R24
17110,3139886,1204.0,1.0,1.0,C,4.0,5.0,49.0,50.0,B2,Regular,214.0,R26
17111,46683,6447.85,1.0,0.57,C,5.0,3.0,51.0,50.0,B3,Diesel,111.0,R24
17112,3120516,1204.0,1.0,0.04,E,9.0,10.0,22.0,64.0,B1,Regular,2715.0,R24
17113,3176984,393.75,1.0,1.0,C,5.0,6.0,62.0,50.0,B2,Regular,214.0,R26
17114,3056172,788.27,1.0,1.0,C,8.0,2.0,53.0,50.0,B1,Diesel,214.0,R26
17115,3056343,1204.0,1.0,1.0,E,5.0,3.0,29.0,125.0,B3,Regular,3708.0,R26
17116,3174516,1204.0,1.0,0.58,E,4.0,13.0,26.0,90.0,B2,Regular,4116.0,R24
17117,3168725,1204.0,1.0,0.3,A,7.0,19.0,20.0,100.0,B2,Regular,8.0,R26
17118,3056505,1204.0,1.0,1.0,C,6.0,13.0,39.0,95.0,B6,Diesel,214.0,R26
17119,3086911,536.32,1.0,0.05,C,7.0,6.0,40.0,51.0,B2,Diesel,206.0,R53
17120,3196833,4575.23,1.0,0.03,B,6.0,9.0,59.0,50.0,B4,Regular,71.0,R53
17121,3201678,602.0,1.0,1.0,D,6.0,11.0,51.0,50.0,B1,Diesel,747.0,R53
17122,3051819,4472.29,1.0,1.0,B,5.0,3.0,36.0,50.0,B2,Diesel,98.0,R53
17123,3111156,1204.0,1.0,0.16,C,7.0,6.0,51.0,50.0,B2,Diesel,104.0,R53
17124,3199013,9632.47,1.0,0.18,C,5.0,3.0,72.0,50.0,B2,Diesel,133.0,R53
17125,3200955,1688.7,1.0,0.18,D,7.0,16.0,50.0,50.0,B5,Diesel,634.0,R53
17126,77363,499.18,1.0,1.0,B,6.0,7.0,33.0,50.0,B2,Regular,58.0,R31
17127,3051753,912.0,1.0,0.38,E,7.0,4.0,38.0,50.0,B3,Diesel,3274.0,R11
17128,3140577,1204.0,1.0,0.24,C,5.0,12.0,57.0,50.0,B2,Diesel,369.0,R53
17129,3049106,1204.0,1.0,1.0,D,6.0,8.0,74.0,76.0,B2,Diesel,634.0,R53
17130,169940,1128.12,1.0,0.51,C,4.0,10.0,23.0,80.0,B3,Regular,295.0,R24
17131,3111268,353.2,1.0,1.0,D,6.0,4.0,25.0,68.0,B2,Regular,634.0,R53
17132,3140583,197.35,1.0,0.41,C,5.0,6.0,29.0,90.0,B3,Diesel,101.0,R53
17133,3163489,602.0,1.0,0.98,D,6.0,5.0,21.0,106.0,B2,Diesel,634.0,R53
17134,3140713,1204.0,2.0,1.0,B,5.0,3.0,31.0,73.0,B2,Diesel,54.0,R53
17135,160201,89.18,1.0,0.67,C,5.0,14.0,37.0,50.0,B3,Regular,408.0,R24
17136,3163497,715.17,1.0,0.37,C,5.0,8.0,26.0,68.0,B3,Diesel,247.0,R53
17137,3205989,92.63,1.0,0.33,B,11.0,15.0,55.0,51.0,B1,Regular,99.0,R53
17138,3140484,1204.0,1.0,0.09,D,6.0,1.0,68.0,50.0,B2,Diesel,634.0,R53
17139,3163494,183.87,1.0,1.0,A,7.0,11.0,26.0,55.0,B2,Diesel,23.0,R53
17140,145723,1128.12,1.0,0.8,A,11.0,0.0,47.0,50.0,B11,Diesel,13.0,R83
17141,3140534,72.43,1.0,0.66,A,14.0,18.0,23.0,68.0,B13,Regular,40.0,R53
17142,3185483,544.93,1.0,0.42,D,8.0,9.0,43.0,50.0,B2,Diesel,634.0,R53
17143,3115611,1204.0,1.0,0.84,D,8.0,12.0,75.0,55.0,B12,Regular,634.0,R53
17144,3189913,1204.0,1.0,1.0,D,10.0,4.0,66.0,50.0,B12,Regular,634.0,R53
17145,3140713,93.29,2.0,1.0,B,5.0,3.0,31.0,73.0,B2,Diesel,54.0,R53
17146,3086966,1204.0,1.0,1.0,C,7.0,17.0,49.0,51.0,B2,Diesel,251.0,R93
17147,3181979,11213.52,1.0,0.51,D,6.0,9.0,46.0,52.0,B1,Regular,634.0,R53
17148,3140729,1204.0,1.0,1.0,D,9.0,13.0,56.0,50.0,B1,Regular,634.0,R53
17149,3115657,4365.84,1.0,0.58,B,7.0,11.0,79.0,50.0,B11,Diesel,54.0,R53
17150,160750,1128.12,1.0,1.0,D,5.0,6.0,25.0,125.0,B2,Regular,1054.0,R24
17151,3051714,1001.65,1.0,1.0,B,5.0,13.0,44.0,50.0,B1,Regular,68.0,R53
17152,3111278,602.0,1.0,0.91,B,9.0,14.0,36.0,72.0,B10,Diesel,54.0,R53
17153,3140734,2446.87,1.0,0.84,E,12.0,5.0,38.0,50.0,B10,Regular,3274.0,R11
17154,131509,2459.8,1.0,0.02,C,4.0,11.0,87.0,50.0,B1,Regular,232.0,R24
17155,3213481,2408.0,1.0,0.49,B,6.0,0.0,39.0,62.0,B3,Diesel,65.0,R53
17156,3140457,1204.0,1.0,0.83,B,7.0,13.0,56.0,50.0,B6,Diesel,94.0,R53
17157,3115683,71.76,1.0,1.0,D,7.0,7.0,43.0,50.0,B1,Regular,634.0,R53
17158,3193366,1204.0,1.0,1.0,D,6.0,13.0,60.0,118.0,B1,Diesel,634.0,R53
17159,3211177,1204.0,1.0,1.0,A,5.0,8.0,43.0,62.0,B1,Regular,50.0,R53
17160,3140544,1503.51,1.0,1.0,D,6.0,8.0,51.0,63.0,B1,Diesel,747.0,R53
17161,3086880,37622.0,1.0,0.77,B,5.0,11.0,44.0,50.0,B4,Diesel,52.0,R53
17162,3191922,496.35,1.0,0.76,D,5.0,15.0,45.0,50.0,B2,Diesel,634.0,R53
17163,3176302,1204.0,1.0,1.0,D,6.0,5.0,68.0,50.0,B1,Diesel,634.0,R53
17164,164717,68.03,1.0,1.0,E,4.0,8.0,32.0,80.0,B2,Diesel,3301.0,R73
17165,3115692,152.45,1.0,0.97,A,4.0,13.0,23.0,90.0,B2,Regular,50.0,R53
17166,3140690,106.48,1.0,1.0,D,7.0,4.0,73.0,60.0,B1,Regular,634.0,R53
17167,3204478,3582.79,1.0,0.82,B,6.0,8.0,43.0,85.0,B1,Diesel,54.0,R53
17168,3051945,1204.0,1.0,1.0,C,5.0,13.0,37.0,67.0,B4,Regular,115.0,R53
17169,3194828,1204.0,1.0,1.0,A,6.0,12.0,45.0,50.0,B1,Diesel,50.0,R53
17170,3163576,2458.77,1.0,0.19,D,6.0,9.0,23.0,95.0,B1,Diesel,634.0,R53
17171,46849,2145.65,1.0,0.25,D,7.0,17.0,63.0,72.0,B5,Regular,1054.0,R24
17172,3163526,316.4,1.0,0.74,D,5.0,5.0,45.0,50.0,B1,Diesel,634.0,R53
17173,3140623,2704.0,1.0,1.0,D,6.0,15.0,49.0,62.0,B3,Regular,634.0,R53
17174,3197371,218.79,1.0,1.0,D,5.0,9.0,78.0,50.0,B1,Regular,634.0,R53
17175,3204475,1204.0,1.0,1.0,A,5.0,18.0,81.0,62.0,B2,Diesel,37.0,R53
17176,3140778,1204.0,1.0,1.0,A,6.0,12.0,45.0,95.0,B1,Diesel,50.0,R53
17177,3163604,68.77,1.0,0.11,C,6.0,0.0,43.0,50.0,B1,Diesel,132.0,R22
17178,3063870,1204.0,2.0,1.0,D,5.0,9.0,23.0,125.0,B3,Diesel,949.0,R24
17179,3063707,4057.19,1.0,0.32,D,5.0,2.0,53.0,50.0,B1,Diesel,949.0,R24
17180,3063448,586.63,1.0,1.0,D,8.0,19.0,58.0,50.0,B10,Diesel,1314.0,R24
17181,3063354,602.0,2.0,0.74,D,6.0,5.0,54.0,50.0,B1,Diesel,949.0,R24
17182,3063870,2009.04,2.0,1.0,D,5.0,9.0,23.0,125.0,B3,Diesel,949.0,R24
17183,3063947,3004.75,1.0,1.0,D,5.0,4.0,63.0,50.0,B2,Diesel,1314.0,R24
17184,3063909,3204.0,1.0,0.57,D,7.0,11.0,29.0,90.0,B2,Diesel,1314.0,R24
17185,140954,277.5,1.0,1.0,A,6.0,2.0,47.0,52.0,B1,Diesel,41.0,R24
17186,3063473,1774.53,1.0,0.66,D,6.0,4.0,66.0,68.0,B14,Regular,949.0,R24
17187,3063354,43160.0,2.0,0.74,D,6.0,5.0,54.0,50.0,B1,Diesel,949.0,R24
17188,46886,2030.28,1.0,0.27,C,4.0,12.0,34.0,125.0,B2,Regular,128.0,R24
17189,3063415,398.7,1.0,0.3,A,5.0,2.0,42.0,50.0,B6,Diesel,34.0,R23
17190,3119498,1204.0,1.0,0.26,D,7.0,9.0,28.0,100.0,B1,Diesel,1314.0,R24
17191,3063749,3019.59,1.0,0.2,D,4.0,0.0,27.0,85.0,B1,Diesel,1314.0,R24
17192,3063873,3239.07,1.0,1.0,D,7.0,7.0,52.0,62.0,B12,Diesel,1314.0,R24
17193,3063808,1204.0,1.0,0.87,D,6.0,8.0,22.0,95.0,B1,Diesel,1314.0,R24
17194,3119501,602.0,1.0,0.24,D,11.0,11.0,35.0,100.0,B5,Regular,1314.0,R24
17195,18037,1128.12,1.0,0.67,A,7.0,2.0,53.0,62.0,B2,Regular,13.0,R24
17196,3063998,1204.0,1.0,1.0,D,9.0,13.0,30.0,118.0,B6,Regular,1314.0,R24
17197,3119464,1204.0,1.0,0.62,D,6.0,15.0,28.0,95.0,B1,Diesel,1314.0,R24
17198,3048043,1414.11,1.0,1.0,A,7.0,13.0,82.0,58.0,B2,Regular,9.0,R24
17199,3105775,602.0,2.0,1.0,D,10.0,14.0,74.0,53.0,B2,Regular,1609.0,R11
17200,3156898,1204.0,1.0,0.16,D,6.0,8.0,52.0,50.0,B2,Regular,1326.0,R93
17201,3157055,106.25,1.0,0.06,A,4.0,18.0,58.0,64.0,B2,Regular,21.0,R25
17202,3123082,602.0,2.0,1.0,C,10.0,8.0,56.0,70.0,B13,Regular,292.0,R11
17203,3193911,1204.0,1.0,1.0,F,5.0,5.0,81.0,50.0,B1,Regular,27000.0,R11
17204,3105775,602.0,2.0,1.0,D,10.0,14.0,74.0,53.0,B2,Regular,1609.0,R11
17205,3157077,1204.0,1.0,0.79,B,5.0,14.0,21.0,125.0,B5,Regular,91.0,R24
17206,3045922,19071.38,1.0,1.0,A,6.0,2.0,75.0,50.0,B2,Diesel,11.0,R24
17207,46872,1128.12,1.0,0.13,A,5.0,22.0,20.0,95.0,B6,Regular,40.0,R24
17208,3054305,1284.13,1.0,0.78,A,7.0,2.0,51.0,82.0,B1,Diesel,20.0,R24
17209,3123203,1204.0,1.0,0.31,F,6.0,9.0,38.0,64.0,B2,Diesel,10008.0,R11
17210,3123072,78.93,1.0,0.67,C,6.0,2.0,42.0,50.0,B2,Diesel,335.0,R24
17211,3161396,1204.0,1.0,0.69,C,5.0,8.0,43.0,50.0,B5,Diesel,335.0,R24
17212,3054303,4610.14,1.0,0.46,B,6.0,9.0,53.0,66.0,B6,Diesel,51.0,R24
17213,3184074,602.0,1.0,1.0,C,6.0,7.0,74.0,53.0,B1,Regular,298.0,R24
17214,3161347,1204.0,1.0,0.91,C,7.0,2.0,39.0,50.0,B3,Diesel,433.0,R11
